id,code_number,description,add_entry
"combined_nom_73269040",73269040,"Palette e piattaforme analoghe per la manipolazione delle merci, di ferro o di acciaio (escl. contenitori appositamente costruiti o allestiti per uno o più modi di trasporto ""container"")",
"combined_nom_73269050",73269050,"Bobine per l'avvolgimento di cavi, tubi, ecc., di ferro o di acciaio",
"combined_nom_73269060",73269060,"Sportelli d'areazione non meccanici, grondaie, ganci ed altri lavori utilizzati nell'edilizia, di ferro o acciaio, escluse quelle fuse, fucinate o stampate",
"combined_nom_73269070",73269070,"Cestelli di lamiere ed articoli simili per filtrare l'acqua all'entrata dei tombini, di ferro o acciaio, escluse quelle fuse, fucinate o stampate",
"combined_nom_73269091",73269091,"Lavori di ferro o di acciaio, fucinati, n.n.a.",
"combined_nom_73269093",73269093,"Lavori di ferro o di acciaio, stampati, n.n.a.",
"combined_nom_73269095",73269095,"Lavori di ferro o di acciaio, sinterizzati, n.n.a.",
"combined_nom_73269098",73269098,"Prodotti di ferro o di acciaio, n.n.a.",
"combined_nom_74000000",74000000,"Merci del capitolo 74 al di sotto della soglia di assimilazione",
"combined_nom_74011000",74011000,"Metalline cuprifere",
"combined_nom_74012000",74012000,"Rame da cementazione ""precipitato di rame""",
"combined_nom_74020000",74020000,"Rame non raffinato; anodi di rame per raffinazione elettrolitica",
"combined_nom_74031100",74031100,"Rame raffinato, in forma di catodi e sezioni di catodi",
"combined_nom_74031200",74031200,"Rame raffinato, in forma di barre da filo ""wire-bars""",
"combined_nom_74031300",74031300,"Rame raffinato, in forma di billette",
"combined_nom_74031900",74031900,"Rame raffinato, greggio (escl. in forma di billette, di barre da filo ""wire-bars"", di catodi e sezioni di catodi)",
"combined_nom_74032100",74032100,"Ottone",
"combined_nom_74032200",74032200,"Leghe di rame a base di rame-stagno ""bronzo"", gregge",
"combined_nom_74032300",74032300,"Leghe di rame a base di rame-nichel ""cupronichel"" o di rame-nichel-zinco ""argentone"", gregge",
"combined_nom_74032900",74032900,"Leghe di rame, gregge (escl. leghe a base di rame-zinco ""ottone"", di rame-stagno ""bronzo"", di rame-nichel ""cupronichel"" e di rame-nichel-zinco ""argentone"", nonchè leghe madri di rame)",
"combined_nom_74040010",74040010,"Cascami ed avanzi di rame raffinato",
"combined_nom_74040091",74040091,"Cascami ed avanzi di ottone",
"combined_nom_74040099",74040099,"Cascami ed avanzi di leghe di rame, escluso l'ottone",
"combined_nom_74050000",74050000,"Leghe madri di rame (escl. combinazioni di fosforo e rame ""fosfuri di rame"" contenenti, in peso, > 15% di fosforo)",
"combined_nom_74061000",74061000,"Polveri di rame a struttura non lamellare",
"combined_nom_74062000",74062000,"Polveri di rame, a struttura lamellare (escl. granelli di rame e pagliette di rame tagliate)",
"combined_nom_74071000",74071000,"Barre e profilati di rame raffinato, n.n.a.",
"combined_nom_74072110",74072110,"Barre di ottone",
"combined_nom_74072190",74072190,"Profilati di ottone",
"combined_nom_74072210",74072210,"Barre e profilati di leghe a base di rame-nichel ""cupronichel"", n.n.a.",
"combined_nom_74072290",74072290,"Barre e profilati di leghe a base di rame-nichel-zinco ""argentone"", n.n.a.",
"combined_nom_74072900",74072900,"Barre e profilati di leghe di rame, n.n.a. (escl. di leghe a base di rame-zinco ""ottone"", di rame-nichel ""cupronichel"" e di rame-nichel-zinco ""argentone"")",
"combined_nom_74081100",74081100,"Fili di rame raffinato, di sezione trasversale massima > 6 mm",
"combined_nom_74081910",74081910,"Fili di rame raffinato, di sezione trasversale massima > 0,5 mm, ma =< 6 mm",
"combined_nom_74081990",74081990,"Fili di rame raffinato, di sezione trasversale massima =< 0,5 mm",
"combined_nom_74082100",74082100,"Fili di ottone",
"combined_nom_74082200",74082200,"Fili di leghe di rame-nichel ""cupronichel"" o di rame-nichel-zinco ""argentone""",
"combined_nom_74082900",74082900,"Fili di leghe di rame diverse dall'ottone, cupronichel e argentone",
"combined_nom_74091100",74091100,"Lamiere e nastri di rame raffinato, di spessore superiore  a 0,15mm, arrotolati",
"combined_nom_74091900",74091900,"Lamiere e nastri di rame raffinato, di spessore superiore  a 0,15mm, non arrotolati",
"combined_nom_74092100",74092100,"Lamiere e nastri di ottone, di spessore superiore  a 0,15mm, arrotolati",
"combined_nom_74092900",74092900,"Lamiere e nastri di ottone, di spessore superiore  a 0,15mm, non arrotolati",
"combined_nom_74093100",74093100,"Lamiere e nastri di bronzo, di spessore superiore  a 0,15mm, arrotolati",
"combined_nom_74093900",74093900,"Lamiere e nastri di bronzo, di spessore superiore  a 0,15mm, non arrotolati",
"combined_nom_74094010",74094010,"Lamiere e nastri di leghe di rame-nichel ""cupronichel"", di spessore superiore a 0,15 mm (escl. lamiere e nastri stirati nonchè nastri isolati per l'elettrotecnica)",
"combined_nom_74094090",74094090,"Lamiere e nastri, di leghe rame-nichel-zinco ""argentone"", di spessore superiore a 0,15 mm (escl. lamiere e nastri stirati nonchè nastri isolati per l'elettrotecnica)",
"combined_nom_74099000",74099000,"Lamiere e lastre di leghe di rame, di spessore > 0,15 mm (escl. di leghe a base di rame-zinco ""ottone"", di rame-stagno ""bronzo"", di rame-nichel ""cupronichel"", di rame- nichel-zinco ""argentone"", lamiere e lastre stirate, lastre isolate per elettrotecn",
"combined_nom_74101100",74101100,"Fogli e nastri sottili di rame raffinato (senza supporto), di spessore =< 0,15 mm (escl. fogli per l'impressione a caldo, fili di metallo e metallizzati, fogli confezionati come decorazioni per alberi di natale)",
"combined_nom_74101200",74101200,"Fogli e nastri sottili di leghe di rame (senza supporto), di spessore =< 0,15 mm (escl. fogli per l'impressione a caldo, fili di metallo e metallizzati, fogli confezionati come decorazioni per alberidi natale)",
"combined_nom_74102100",74102100,"Fogli e nastri sottili di rame raffinato, con supporto, di spessore =< 0,15 mm (escl. fogli per l'impressione a caldo, fili di metallo e metallizzati, fogli confezionati come decorazioni per alberi di natale)",
"combined_nom_74102200",74102200,"Fogli e nastri sottili di leghe di rame, con supporto, di spessore =< 0,15 mm (escl. fogli per l'impressione a caldo, fili di metallo e metallizzati, fogli confezionati come decorazioni per alberi dinatale)",
"combined_nom_74111011",74111011,"Tubi di rame raffinato, diritti, con spessore della parete supereriore a 0,6mme  diametro esterno inferiore a 3mm",
"combined_nom_74111019",74111019,"Tubi di rame raffinato, diritti, con parete di spessore =< 0,6 mm",
"combined_nom_74111090",74111090,"Tubi di rame raffinato, diversi da quelli delle due precedenti voci",
"combined_nom_74112110",74112110,"Tubi di ottone, diritti",
"combined_nom_74112190",74112190,"Tubi di ottone, diversi dai diritti",
"combined_nom_74112200",74112200,"Tubi di leghe di rame-nichel ""cupronichel"" o di leghe di rame-nichel-zinco ""argentone""",
"combined_nom_74112900",74112900,"Tubi di leghe di rame (escl. di leghe a base di rame-zinco ""ottone"", di rame-nichel ""cupronichel"" e di rame-nichel-zinco ""argentone"")",
"combined_nom_74121000",74121000,"Accessori per tubi, di rame raffinato",
"combined_nom_74122000",74122000,"Accessori per tubi, di leghe di rame",
"combined_nom_74130010",74130010,"Trefoli, cavi, trecce ed articoli simili, di rame, non isolati per l'elettricita', muniti di accessori, destinati ad aeromobili civili",
"combined_nom_74130091",74130091,"Trefoli, cavi, trecce ed articoli simili, di rame raffinato, non isolati per l'elettricita', diversi da quelli della voce 7413.00-100",
"combined_nom_74130099",74130099,"Trefoli, cavi, trecce ed articoli simili, di leghe di rame, non isolati per l'elettricita', diversi da quelli della voce 7413.00-10",
"combined_nom_74142000",74142000,"Tele metalliche, incl. tele continue o senza fine, di fili di rame (escl. tele di fili metallici dei tipi utilizzati per abbigliamento, arredamento o per scopi analoghi, tele di rame rivestite di fondenti per brasatura, tele lavorate in forma di seta",
"combined_nom_74149000",74149000,"Griglie e reti, di fili di rame; lamiere e lastre incise o stirate, di rame (escl. griglie e reti lavorate in forma di setacci o parti di macchine)",
"combined_nom_74151000",74151000,"Punte e chiodi, puntine, rampini ed articoli simili, di rame o aventi il gambo di ferro o acciaio e la capocchia di rame",
"combined_nom_74152100",74152100,"Rondelle, incl. le rondelle destinate a funzionare da molla, di rame",
"combined_nom_74152900",74152900,"Bulloni, ribadini, copiglie, pernotti, chiavette e articoli simili (non filettati), di rame (escl. rondelle, incl. le rondelle destinate a funzionare da molla)",
"combined_nom_74153300",74153300,"Viti, bulloni, dadi e altri articoli filettati, di rame (escl. ganci a vite, viti ad occhio, chiodi a vite, tappi e zaffi filettati)",
"combined_nom_74153900",74153900,"Ganci a vite, viti ad occhio e articoli simili, filettati, di rame (escl. viti comuni, bulloni e dadi)",
"combined_nom_74160000",74160000,"Molle di rame (escl. molle per orologi, rondelle elastiche rosette elastiche)",
"combined_nom_74170000",74170000,"Apparecchi non elettrici per cucinare o per scaldare, dei tipi per uso domestico, e loro parti, di rame",
"combined_nom_74181100",74181100,"Spugne, strofinacci, guanti e oggetti simili per pulire, lucidare o per usi analoghi, di rame (escl. articoli di igiene o da toletta)",
"combined_nom_74181900",74181900,"Oggetti per uso domestico e loro parti, di rame (escl. spugne, strofinacci, guanti ed oggetti simili; apparecchi per cucinare o per riscaldare della voce 7417; barattoli e recipienti simili della voce 7419; articoli aventi carattere di utensili; arti",
"combined_nom_74182000",74182000,"Oggetti di igiene o da toletta e loro parti, di rame (escl. barattoli e recipienti simili, armature)",
"combined_nom_74191000",74191000,"Catene, catenelle e loro parti, di rame (escl. catene per orologi, catene ornamentali, ecc.)",
"combined_nom_74199100",74199100,"Lavori di rame, colati, gettati in forma ""fusi"", stampati o fucinati (ma non ulteriormente lavorati)",
"combined_nom_74199900",74199900,"Lavori di rame, n.n.a.",
"combined_nom_75000000",75000000,"Merci del capitolo 75 al di sotto della soglia di assimilazione",
"combined_nom_75011000",75011000,"Metalline di nichel",
"combined_nom_75012000",75012000,"""sinters"" di ossidi di nichel ed altri prodotti intermedi della metallurgia del nichel (escl. metalline di nichel)502 nichel greggio",
"combined_nom_75021000",75021000,"Nichel non legato, greggio",
"combined_nom_75022000",75022000,"Leghe di nichel greggio",
"combined_nom_75030010",75030010,"Cascami ed avanzi rottami di nichel non legato",
"combined_nom_75030090",75030090,"Cascami ed avanzi rottami di leghe di nichel",
"combined_nom_75040000",75040000,"Polveri e pagliette di nichel (escl. ""sinters"" di ossido di nichel)",
"combined_nom_75051100",75051100,"Barre e profilati di nichel non legato",
"combined_nom_75051200",75051200,"Barre e profilati di leghe di nichel, n.n.a. (escl. prodotti isolati per elettrotecnica)",
"combined_nom_75052100",75052100,"Fili di nichel non legato",
"combined_nom_75052200",75052200,"Fili di leghe di nichel (escl. prodotti isolati per elettrotecnica)",
"combined_nom_75061000",75061000,"Lamiere, nastri e fogli di nichel non legato",
"combined_nom_75062000",75062000,"Lamiere, nastri e fogli di leghe di nichel (escl. lamiere e nastri stirati)",
"combined_nom_75071100",75071100,"Tubi di nichel non legato",
"combined_nom_75071200",75071200,"Tubi di leghe di nichel",
"combined_nom_75072000",75072000,"Accessori per tubi, di nichel",
"combined_nom_75081000",75081000,"Tele metalliche, griglie e reti, di fili di nichel",
"combined_nom_75089000",75089000,"Lavori di nichel, n.n.a.",
"combined_nom_76000000",76000000,"Merci del capitolo 76 al di sotto della soglia di assimilazione",
"combined_nom_76011000",76011000,"Alluminio greggio non legato",
"combined_nom_76012010",76012010,"Leghe di alluminio primario",
"combined_nom_76012091",76012091,"Alluminio secondario, legato, in lingotti o allo stato liquido",
"combined_nom_76012099",76012099,"Alluminio secondario, legato, greggio (escl. in lingotti o allo stato liquido)",
"combined_nom_76020011",76020011,"Torniture, trucioli o riccioli, molature, segature e limature di alluminio; cascami di fogli e di nastri sottili, colorati, rivestiti o incollati fra loro, di spessore (non incl. il supporto) =< 0,2 mm, di alluminio",
"combined_nom_76020019",76020019,"Cascami di alluminio, incl. gli scarti di fabbricazione (escl. scorie, calamina, ecc. della produzione di ferro o acciaio per il recupero di alluminio contenuto sotto forma di silicati, lingotti e altre forme primarie di cascami e avanzi fusi di allu",
"combined_nom_76020090",76020090,"Avanzi di alluminio (escl. scorie, calamina, ecc. della produzione di ferro o acciaio per il recupero di alluminio contenuto sotto forma di silicati, lingotti e altre forme primarie di cascami e avanzi fusi di alluminio, ceneri e residui della produz",
"combined_nom_76031000",76031000,"Polveri di alluminio a struttura non lamellare",
"combined_nom_76032000",76032000,"Polveri di alluminio a struttura lamellare; pagliette di alluminio (escl. pellets di alluminio e pagliette tagliate)",
"combined_nom_76041010",76041010,"Barre di alluminio non legato",
"combined_nom_76041090",76041090,"Profilati di alluminio non legato",
"combined_nom_76042100",76042100,"Profilati cavi di leghe di alluminio, n.n.a.",
"combined_nom_76042910",76042910,"Barre di leghe di alluminio, n.n.a.",
"combined_nom_76042990",76042990,"Profilati pieni di leghe di alluminio, n.n.a.",
"combined_nom_76051100",76051100,"Fili di alluminio non legato, con sezione massima trasversale superiore  a 7mm",
"combined_nom_76051900",76051900,"Fili di alluminio non legato, esclusi quelli della voce 7605.11-00",
"combined_nom_76052100",76052100,"Fili di leghe di alluminio, di sezione trasversale massima superiore a 7mm",
"combined_nom_76052900",76052900,"Fili di leghe di alluminio, esclusi quelli della voce 7605.21-00",
"combined_nom_76061110",76061110,"Lamiere e nastri di alluminio non legato, di spessore superiore a 0,2mm, di forma quadrata o rettangolare, dipinti, verniciati o rivestiti di materie plastiche",
"combined_nom_76061191",76061191,"Lamiere e nastri di alluminio non legato, di spessore superiore a 0,2 e inferiore a 3mm, di forma quadrata o rettangolare, diversi dai dipinti, verniciati o rivestiti di materie plastiche",
"combined_nom_76061193",76061193,"Lamiere e nastri di alluminio non legato, di spessore uguale o superiore  a 3 ma inferiore  a 6mm, di forma quadrata o rettangolare, diversi dai dipinti, verniciati o rivestiti di materie plastiche",
"combined_nom_76061199",76061199,"Lamiere e nastri di alluminio non legato, di spessore uguale o superiore  a 6mm, di forma quadrata o rettangolare, diversi dai dipinti, verniciati o rivestiti di materie plastiche",
"combined_nom_76061210",76061210,"Nastri di leghe di alluminio, per tende veneziane",
"combined_nom_76061250",76061250,"Lamiere e nastri di leghe di alluminio, esclusi i nastri della voce 7606.12-100, di spessore superiore  a 0,2mm, di forma quadrata o rettangolare, dipinti, verniciati o rivestiti di materie plastiche",
"combined_nom_76061291",76061291,"Lamiere e nastri di leghe di alluminio, esclusi i nastri della voce 7606.12-100, di spessore superiore  a 0,2 e inferiore  a 3mm, di forma quadrata o rettangolare, diversi da quelli dipinti, verniciati o rivestiti di materie plastiche",
"combined_nom_76061293",76061293,"Lamiere e nastri di leghe di alluminio, esclusi i nastri della voce 7606.12-100, di spessore uguale o superiore  a 3 ma inferiore  a 6mm, di forma quadrata o rettangolare, diversi da quelli dipinti, verniciati o rivestiti di materie plastiche",
"combined_nom_76061299",76061299,"Lamiere e nastri di leghe di alluminio, esclusi i nastri della voce 7606.12-100, di spessore uguale o superiore  a 6mm, di forma quadrata o rettangolare, diversi da quelli dipinti, verniciati o rivestiti di materie plastiche",
"combined_nom_76069100",76069100,"Lamiere e nastri di alluminio non legato, di spessore superiore  a 0,2mm, di forma diversa dalla quadrata o rettangolare",
"combined_nom_76069200",76069200,"Lamiere e nastri di leghe di alluminio, di spessore superiore  a 0,2mm, di forma diversa dalla quadrata o rettangolare",
"combined_nom_76071110",76071110,"Fogli e nastri sottili di alluminio, senza supporto, semplicemente laminati, di spessore inferiore  a 0,021mm",
"combined_nom_76071190",76071190,"Fogli e nastri sottili di alluminio, senza supporto, semplicemente laminati, di spessore uguale o superiore  a 0,21 e fino a 0,2mm",
"combined_nom_76071910",76071910,"Fogli e nastri sottili di alluminio, senza supporto, diversi dai semplicemente laminatti, di spessore inferiore  a 0,021mm",
"combined_nom_76071991",76071991,"Fogli e nastri sottili, di alluminio, senza supporto, laminati e ulteriormente lavorati, di spessore >= 0,021 mm e <= 0,2 mm, autoadesivi (escl. fogli per l'impressione a caldo della voce 3212 nonchèfogli confezionati come decorazioni per alberi di n",
"combined_nom_76071999",76071999,"Fogli e nastri sottili, di alluminio, senza supporto, laminati e ulteriormente lavorati, di spessore >= 0,021 mm e <= 0,2 mm, non autoadesivi (escl. fogli per l'impressione a caldo della voce 3212 nonchè fogli confezionati come decorazioni per alberi",
"combined_nom_76072010",76072010,"Fogli e nastri sottili di alluminio, su supporto, di spessore, esluso il supporto, inferiore  a 0,021mm",
"combined_nom_76072091",76072091,"Fogli e nastri sottili, di alluminio, su supporto, di spessore (non incl. il supporto) >= 0,021 mm e <= 0,2 mm, autoadesivi (escl. fogli per l'impressione a caldo della voce 3212 nonchè fogli confezionati come decorazioni per alberi di natale)",
"combined_nom_76072099",76072099,"Fogli e nastri sottili, di alluminio, su supporto, di spessore (non incl. il supporto) >= 0,021 mm e <= 0,2 mm, non autoadesivi (escl. fogli per l'impressione a caldo della voce 3212 nonchè fogli confezionati come decorazioni per alberi di natale)",
"combined_nom_76081010",76081010,"Tubi di alluminio non legato muniti di accessori, per condutture di gas o liquidi, destinati ad aeromobili civili",
"combined_nom_76081090",76081090,"Tubi di alluminio non legato, esclusi quelli della voce 7608.10-10",
"combined_nom_76082010",76082010,"Tubi di leghe di alluminio, muniti di accessori per condutture di gas o liquidi, destinati ad aeromobili civili (escl. profilati cavi)",
"combined_nom_76082030",76082030,"Tubi di leghe di alluminio, saldati (escl. quelli muniti di accessori per condutture di gas o liquidi, destinati ad aeromobili civili, e profilati cavi)",
"combined_nom_76082091",76082091,"Tubi di leghe di alluminio, solo estrusi a caldo (escl. quelli muniti di accessori per condutture di gas o liquidi, destinati ad aeromobili civili, e profilati cavi)",
"combined_nom_76082099",76082099,"Tubi di leghe di alluminio, esclusi quelli della voce 7608.20-990, non saldati, diversi da quelli semplicemente estrusi a caldo",
"combined_nom_76090000",76090000,"Accessori per tubi, di alluminio, p.es. raccordi, gomiti, manicotti",
"combined_nom_76101000",76101000,"Porte, finestre e loro intelaiature, stipiti e soglie di alluminio","Numero dei pezzi"
"combined_nom_76109010",76109010,"Ponti ed elementi di ponti, torri e piloni, di alluminio",
"combined_nom_76109090",76109090,"Costruzioni e parti di costuzioni, escluse quelle delle due precedenti voci, di alluminio; lamiere, barre, profilati, tubi e simili, di alluminio, predisposti per essere utilizzati nelle costruzioni",
"combined_nom_76110000",76110000,"Serbatoi, cisterne, vasche, tini e recipienti simili, di alluminio, di capacita' superiore a 300 l, senza dispositivi meccanici o termici, anche con rivestimento interno o calorifugo",
"combined_nom_76121000",76121000,"Astucci tubolari flessibili, di alluminio",
"combined_nom_76129010",76129010,"Astucci tubolari rigidi, di alluminio",
"combined_nom_76129020",76129020,"Recipienti del tipo utilizzato per aerosoli, di alluminio","Numero dei pezzi"
"combined_nom_76129091",76129091,"Serbatoi, fusti, tamburi, bidoni, scatole e recipienti simili, di alluminio, per qualsiasi materia, di capacità >= 50 l, ma =< 300 l, n.n.a. (escl. quelli per gas compressi o liquefatti)",
"combined_nom_76129098",76129098,"Serbatoi, fusti, tamburi, bidoni, scatole e recipienti simili, di alluminio, per qualsiasi materia ""esclusi i gas compressi o liquefatti"" di capacità inferiore a 50 l, n.n.a. (escl. astucci tubolari rigidi o flessibili e recipienti per aerosoli)",
"combined_nom_76130000",76130000,"Recipienti di alluminio per gas liquefatti",
"combined_nom_76141000",76141000,"Trefoli, cavi, trecce ed articoli simili, di alluminio, con anima di acciaio (escl. prodotti isolati per elettrotecnica)",
"combined_nom_76149000",76149000,"Trefoli, cavi, trecce ed articoli simili, di alluminio (escl. con anima di acciaio nonchè articoli isolati per l'elettricità)",
"combined_nom_76151100",76151100,"Spugne, strofinacci, guanti e oggetti simili per pulire, lucidare o per usi analoghi, di alluminio (escl. articoli di igiene o da toletta)",
"combined_nom_76151910",76151910,"Oggetti per uso domestico e loro parti, di getti di alluminio (escl. bidoni, scatole e recipienti simili; articoli aventi carattere di utensili; cucchiai, mestoli, forchette e oggetti simili; oggettiornamentali; armature; oggetti d'igiene o da tolett",
"combined_nom_76151990",76151990,"Oggetti per uso domestico e loro parti, di alluminio, non ottenuti per getto (escl. spugne, strofinacci, guanti ed oggetti simili, per pulire, lucidare o per usi analoghi, barattoli e recipienti simili della voce 7612; articoli aventi carattere di ut",
"combined_nom_76152000",76152000,"Oggetti di igiene e da toletta e loro parti, di alluminio (escl. bidoni, scatole e recipienti simili; armature)",
"combined_nom_76161000",76161000,"Punte, chiodi, rampini, viti, bulloni, dadi, ganci a vite, ribadini, copiglie, pernotti, chiavette, rondelle e oggetti simili (escl. punti metallici presentati in barrette, tappi, zaffi e simili, filettati)",
"combined_nom_76169100",76169100,"Tele metalliche, griglie e reti, di fili di alluminio (escl. tele di fili di metallo per abbigliamento, arredamento e simili, tele, griglie e reti lavorate in forma di setacci o parti di macchine)",
"combined_nom_76169910",76169910,"Lavori di getti di alluminio, n.n.a.",
"combined_nom_76169990",76169990,"Lavori di alluminio, non ottenuti per getto, n.n.a.",
"combined_nom_78000000",78000000,"Merci del capitolo 78 al di sotto della soglia di assimilazione",
"combined_nom_78011000",78011000,"Piombo raffinato greggio",
"combined_nom_78019100",78019100,"Piombo non raffinato greggio, contenente antimonio quale altro elemento predominante in peso",
"combined_nom_78019910",78019910,"Piombo non raffinato greggio, escluso quello della voce 7801.91-000, con, in peso,0,02% o piu' di argento e destinato ad essere raffinato",
"combined_nom_78019991",78019991,"Leghe di piombo non raffinato",
"combined_nom_78019999",78019999,"Piombo greggio (escl. piombo contenente antimonio quale altro elemento predominante in peso, piombo contenente, in peso, >= 0,02% di argento e destinato ad essere raffinato ""piombo d'opera"", leghe dipiombo, piombo raffinato)",
"combined_nom_78020000",78020000,"Cascami e avanzi di piombo (escl. ceneri e residui della produzione di piombo [voce 2620] , lingotti e altre forme primarie di cascami e avanzi fusi di piombo [voce 7801] nonchè cascami e avanzi di pile, batterie di pile e accumulatori elettrici)",
"combined_nom_78030000",78030000,"Barre, profilati e fili di piombo",
"combined_nom_78041100",78041100,"Fogli e nastri di piombo, di spessore fino a 0,2mm",
"combined_nom_78041900",78041900,"Lamiere, fogli e nastri di piombo, esclusi quelli della voce precedente",
"combined_nom_78042000",78042000,"Polveri e pagliette di piombo (escl. granelli di piombo e pagliette tagliate di piombo)",
"combined_nom_78050000",78050000,"Tubi ed accessori per tubi, p.es. raccordi, gomiti, manicotti, di piombo",
"combined_nom_78060010",78060010,"Imballaggi con schermi di piombo di protezione contro le radiazioni, per il trasporto o l'immagazzinamento di materiali radioattivi [euratom] (escl. contenitori appositamente costruiti o allestiti per uno o più modi di trasporto ""container"")",
"combined_nom_78060090",78060090,"Lavori di piombo, n.n.a.",
"combined_nom_79000000",79000000,"Merci del capitolo 79 al di sotto della soglia di assimilazione",
"combined_nom_79011100",79011100,"Zinco greggio non legato, con, in peso,99,99% o piu' di zinco",
"combined_nom_79011210",79011210,"Zinco greggio non legato, con, in peso,99,95% o piu' ma meno di 99,99% di zinco",
"combined_nom_79011230",79011230,"Zinco greggio non legato, con, in peso,98,5% o piu' ma meno di 99,95% di zinco",
"combined_nom_79011290",79011290,"Zinco greggio non legato, con, in peso,97,5% o piu' ma meno di 98,5% di zinco",
"combined_nom_79012000",79012000,"Leghe di zinco greggio",
"combined_nom_79020000",79020000,"Cascami ed avanzi di zinco",
"combined_nom_79031000",79031000,"Zinco polverizzato",
"combined_nom_79039000",79039000,"Polvere di zinco ""turzia"" (escl. granelli di zinco, pagliette tagliate di zinco e zinco polverizzato)",
"combined_nom_79040000",79040000,"Barre, profilati e fili di zinco, n.n.a.",
"combined_nom_79050000",79050000,"Lamiere, nastri e fogli, di zinco",
"combined_nom_79060000",79060000,"Tubi ed accessori per tubi, p.es. raccordi, gomiti, manicotti, di zinco",
"combined_nom_79070000",79070000,"Lavori di zinco, n.n.a.",
"combined_nom_80000000",80000000,"Merci del capitolo 80 al di sotto della soglia di assimilazione",
"combined_nom_80011000",80011000,"Stagno greggio non legato",
"combined_nom_80012000",80012000,"Leghe di stagno greggio",
"combined_nom_80020000",80020000,"Cascami ed avanzi di stagno",
"combined_nom_80030000",80030000,"Barre, profilati e fili di stagno, n.n.a.",
"combined_nom_80040000",80040000,"Lamiere, fogli e nastri di stagno, di spessore superiore  a 0,2mm",
"combined_nom_80050000",80050000,"Fogli e nastri sottili di stagno, anche stampati o fissati su carta, cartone, materia plastica o supporti simili, di spessore, non incl. il supporto, <= 0,2 mm; polveri e pagliette di stagno (escl. granelli di stagno e pagliette tagliate di stagno)",
"combined_nom_80060000",80060000,"Tubi ed accessori per tubi, p.es. raccordi, gomiti, manicotti, di stagno",
"combined_nom_80070000",80070000,"Lavori di stagno, n.n.a.",
"combined_nom_81000000",81000000,"Merci del capitolo 81 al di sotto della soglia di assimilazione",
"combined_nom_81011000",81011000,"Polveri di tungsteno",
"combined_nom_81019400",81019400,"Tungsteno greggio, incl. le barre ottenute solo per sinterizzazione",
"combined_nom_81019500",81019500,"Barre (diverse da quelle ottenute solo per sinterizzazione); profilati, lamiere, nastri e fogli di tungsteno, n.n.a.",
"combined_nom_81019600",81019600,"Fili di tungsteno",
"combined_nom_81019700",81019700,"Cascami e avanzi di tungsteno (escl. ceneri e residui contenenti tungsteno)",
"combined_nom_81019900",81019900,"Lavori di tungsteno, n.n.a.",
"combined_nom_81021000",81021000,"Polveri di molibdeno",
"combined_nom_81029400",81029400,"Molibdeno greggio, incl. le barre ottenute solo per sinterizzazione",
"combined_nom_81029500",81029500,"Barre (diverse da quelle ottenute solo per sinterizzazione); profilati, lamiere, nastri e fogli di molibdeno, n.n.a.",
"combined_nom_81029600",81029600,"Fili di molibdeno",
"combined_nom_81029700",81029700,"Cascami e avanzi di molibdeno (escl. ceneri e residui contenenti molibdeno)",
"combined_nom_81029900",81029900,"Lavori di molibdeno, n.n.a.",
"combined_nom_81032000",81032000,"Tantalio greggio, incl. le barre ottenute solo per sinterizzazione; polveri",
"combined_nom_81033000",81033000,"Cascami e avanzi di tantalio (escl. ceneri e residui contenenti tantalio)",
"combined_nom_81039010",81039010,"Barre, diverse da quelle ottenute solo per sinterizzazione; profilati, fili, lamiere, nastri e fogli di tantalio, n.n.a.",
"combined_nom_81039090",81039090,"Lavori di tantalio, n.n.a.",
"combined_nom_81041100",81041100,"Magnesio greggio, contenente, in peso, >= 99,8% di magnesio",
"combined_nom_81041900",81041900,"Magnesio greggio, diverso da quello della voce precedente",
"combined_nom_81042000",81042000,"Cascami ed avanzi di magnesio",
"combined_nom_81043000",81043000,"Torniture, granelli calibrati e polveri, di magnesio",
"combined_nom_81049000",81049000,"Articoli di magnesio, n.n.a.",
"combined_nom_81052000",81052000,"Metalline di cobalto ed altri prodotti intermedi della metallurgia del cobalto; cobalto greggio; polveri di cobalto",
"combined_nom_81053000",81053000,"Cascami e avanzi di cobalto (escl. ceneri e residui contenenti cobalto)",
"combined_nom_81059000",81059000,"Lavori di cobalto, n.n.a.",
"combined_nom_81060010",81060010,"Bismuto greggio; cascami, avanzi e polveri di bismuto",
"combined_nom_81060090",81060090,"Lavori di bismuto, n.n.a.",
"combined_nom_81072000",81072000,"Cadmio greggio, polveri di cadmio",
"combined_nom_81073000",81073000,"Cascami e avanzi di cadmio (escl. ceneri e residui contenenti cadmio)",
"combined_nom_81079000",81079000,"Lavori di cadmio, n.n.a.",
"combined_nom_81082000",81082000,"Titanio greggio; polveri di titanio",
"combined_nom_81083000",81083000,"Cascami e avanzi di titanio (escl. ceneri e residui contenenti titanio)",
"combined_nom_81089010",81089010,"Tubi di titanio, muniti di accessori, per condutture di gas o di liquidi, destinati ad aeromobili civili",
"combined_nom_81089030",81089030,"Barre, profilati e fili di titanio, n.n.a.",
"combined_nom_81089050",81089050,"Lamiere, nastri e fogli di titanio",
"combined_nom_81089070",81089070,"Tubi di titanio, esclusi quelli della voce 8108.90-100",
"combined_nom_81089090",81089090,"Lavori di titanio, n.n.a.",
"combined_nom_81092000",81092000,"Zirconio greggio; polveri di zirconio",
