"id","code_number","description"
"service_code_842212",842212," Servizi di difesa civile"
"service_code_842311",842311," Servizi amministrativi connessi ai tribunali"
"service_code_842312",842312," Servizi amministrativi connessi all'arresto o al reinserimento di delinquenti"
"service_code_842411",842411," Servizi di polizia"
"service_code_842419",842419," Altri servizi connessi alla sicurezza nazionale e all'ordine pubblico"
"service_code_842511",842511," Servizi di lotta contro gli incendi e di prevenzione degli incendi"
"service_code_842519",842519," Altri servizi dei vigili del fuoco"
"service_code_843011",843011," Servizi di assicurazione sociale obbligatoria concernenti prestazioni di malattia, di maternità o di inabilità temporanea"
"service_code_843012",843012," Servizi di assicurazione sociale obbligatoria concernenti regimi pensionistici dei dipendenti statali; prestazioni di vecchiaia, invalidità o superstiti diverse da quelle concesse ai dipendenti statali"
"service_code_843013",843013," Servizi di assicurazione sociale obbligatoria concernenti sussidi di disoccupazione"
"service_code_843014",843014," Servizi di assicurazione sociale obbligatoria concernenti assegni familiari e per figli a carico"
"service_code_85",85," Servizi di istruzione"
"service_code_851010",851010," Servizi di istruzione prescolastica"
"service_code_852011",852011," Servizi di istruzione primaria on line"
"service_code_852012",852012," Altri servizi di istruzione primaria"
"service_code_853111",853111," Servizi di istruzione secondaria di formazione generale on line, primo ciclo"
"service_code_853112",853112," Altri servizi di istruzione secondaria di formazione generale, primo ciclo"
"service_code_853113",853113," Servizi di istruzione secondaria di formazione generale on line, secondo ciclo"
"service_code_853114",853114," Altri servizi di istruzione secondaria di formazione generale, secondo ciclo"
"service_code_853211",853211," Servizi di istruzione secondaria di formazione tecnica e professionale on line, primo ciclo"
"service_code_853212",853212," Altri servizi di istruzione secondaria di formazione tecnica e professionale, primo ciclo"
"service_code_853213",853213," Servizi di istruzione secondaria di formazione tecnica e professionale on line, secondo ciclo"
"service_code_853214",853214," Altri servizi di istruzione secondaria di formazione tecnica e professionale, secondo ciclo"
"service_code_854111",854111," Servizi di istruzione generale post secondaria non universitaria on line"
"service_code_854112",854112," Altri servizi di istruzione generale post secondaria non universitaria"
"service_code_854113",854113," Servizi di istruzione post-secondaria non universitaria di formazione tecnica e professionale on line"
"service_code_854114",854114," Altri servizi di istruzione post-secondaria non universitaria di formazione tecnica e professionale"
"service_code_854211",854211," Servizi di istruzione superiore di livello universitario on line, primo ciclo"
"service_code_854212",854212," Altri servizi di istruzione superiore di livello universitario, primo ciclo"
"service_code_854213",854213," Servizi di istruzione superiore di livello universitario on line, secondo ciclo"
"service_code_854214",854214," Altri servizi di istruzione superiore di livello universitario, secondo ciclo"
"service_code_854215",854215," Servizi di istruzione superiore di livello universitario on line, terzo ciclo"
"service_code_854216",854216," Altri servizi di istruzione superiore di livello universitario, terzo ciclo"
"service_code_855110",855110," Servizi di educazione sportiva e attività ricreative"
"service_code_855211",855211," Servizi forniti dalle scuole di ballo e dagli istruttori di danza"
"service_code_855212",855212," Servizi delle scuole di musica e degli insegnanti di musica"
"service_code_855213",855213," Servizi delle scuole di belle arti e dagli insegnanti di educazione artistica"
"service_code_855219",855219," Servizi di educazione culturale"
"service_code_855311",855311," Servizi di autoscuole"
"service_code_855312",855312," Servizi di scuole di pilotaggio e nautiche"
"service_code_855911",855911," Servizi delle scuole di lingue"
"service_code_855912",855912," Servizi delle scuole di informatica"
"service_code_855913",855913," Servizi di istruzione professionale n.c.a."
"service_code_855919",855919," Servizi educativi n.c.a."
"service_code_856010",856010," Servizi di sostegno educativo"
"service_code_86",86," Servizi sanitari"
"service_code_861011",861011," Servizi ospedalieri chirurgici"
"service_code_861012",861012," Servizi ospedalieri ginecologici ed ostetrici"
"service_code_861013",861013," Servizi ospedalieri di rieducazione"
"service_code_861014",861014," Servizi ospedalieri psichiatrici"
"service_code_861015",861015," Altri servizi ospedalieri prestati da medici"
"service_code_861019",861019," Altri servizi ospedalieri"
"service_code_862110",862110," Servizi degli ambulatori di medicina generale"
"service_code_862211",862211," Servizi di analisi e lettura di immagini medicali"
"service_code_862219",862219," Altri servizi degli ambulatori di medicina specialistica"
"service_code_862311",862311," Servizi di ortodonzia"
"service_code_862319",862319," Altri servizi degli studi odontoiatrici"
"service_code_869011",869011," Servizi connessi alla gravidanza"
"service_code_869012",869012," Servizi infermieristici"
"service_code_869013",869013," Servizi fisioterapici"
"service_code_869014",869014," Servizi delle ambulanze"
"service_code_869015",869015," Servizi di laboratori medici"
"service_code_869016",869016," Servizi delle banche del sangue, di sperma e di organi per il trapianto"
"service_code_869017",869017," Produzione di immagini diagnostiche senza lettura"
"service_code_869018",869018," Servizi di salute mentale"
"service_code_869019",869019," Altri servizi sanitari n.c.a."
"service_code_87",87," Servizi di assistenza residenziale"
"service_code_871010",871010," Servizi di assistenza infermieristica residenziale"
"service_code_872011",872011," Servizi di assistenza residenziale a minori affetti da malattie mentali, disturbi psichici e facenti uso di droghe"
"service_code_872012",872012," Servizi di assistenza residenziale a persone adulte affette da malattie mentali, disturbi psichici e facenti uso di droghe"
"service_code_873011",873011," Servizi di assistenza sociale forniti da istituti residenziali a persone anziane"
"service_code_873012",873012," Servizi di assistenza sociale forniti da istituti residenziali a bambini e adolescenti disabili"
"service_code_873013",873013," Servizi di assistenza sociale forniti da istituti residenziali ad adulti disabili"
"service_code_879011",879011," Altri servizi di assistenza sociale residenziale per bambini e adolescenti"
"service_code_879012",879012," Servizi di assistenza sociale residenziale per donne che hanno subito maltrattamenti"
"service_code_879013",879013," Altri servizi di assistenza sociale residenziale per adulti"
"service_code_88",88," Servizi di assistenza sociale non residenziale"
"service_code_881011",881011," Servizi di visita e assistenza agli anziani"
"service_code_881012",881012," Servizi di assistenza diurna a persone anziane"
"service_code_881013",881013," Servizi di riabilitazione professionale di persone con disabilità"
"service_code_881014",881014," Servizi di visita e assistenza alle persone con disabilità"
"service_code_881015",881015," Servizi di assistenza diurna ad adulti disabili"
"service_code_889111",889111," Servizi di asilo nido, esclusi i servizi forniti da centri diurni per i disabili"
"service_code_889112",889112," Servizi forniti da centri diurni per bambini e giovani disabili"
"service_code_889113",889113," Servizi di custodia dei bambini (baby-sitting)"
"service_code_889911",889911," Servizi di orientamento e consulenza n.c.a. in materia di infanzia"
"service_code_889912",889912," Servizi di assistenza sociale non residenziale"
"service_code_889913",889913," Servizi di riabilitazione professionale dei disoccupati"
"service_code_889919",889919," Altri servizi di assistenza sociale non residenziale n.c.a."
"service_code_90",90," Servizi creativi, artistici e d'intrattenimento"
"service_code_900110",900110," Servizi di artisti dello spettacolo"
"service_code_900211",900211," Servizi di produzione e presentazione di spettacoli"
"service_code_900212",900212," Servizi di promozione e organizzazione di spettacoli"
"service_code_900219",900219," Altri servizi di supporto connessi alle arti dello spettacolo"
"service_code_900311",900311," Servizi forniti da autori, compositori, scultori e altri artisti, esclusi gli artisti dello spettacolo"
"service_code_900312",900312," Opere originali di autori, compositori e altri artisti, esclusi gli artisti dello spettacolo, pittori, grafici e scultori"
"service_code_900313",900313," Opere originali di pittori, grafici e scultori"
"service_code_900410",900410," Servizi di gestione di sale di spettacolo e servizi connessi"
"service_code_91",91," Servizi di biblioteche, archivi, musei ed altri servizi culturali"
"service_code_910111",910111," Servizi di biblioteche"
"service_code_910112",910112," Servizi di archivi"
"service_code_910210",910210," Servizi di funzionamento dei musei"
"service_code_910220",910220," Collezioni dei musei"
"service_code_910310",910310," Servizi di gestione di luoghi e monumenti storici e simili attrazioni turistiche"
"service_code_910411",910411," Servizi degli orti botanici e dei giardini zoologici"
"service_code_910412",910412," Servizi delle riserve naturali, compresi i servizi di tutela della fauna e della flora protette"
"service_code_92",92," Servizi riguardanti il gioco d'azzardo"
"service_code_920011",920011," Servizi riguardanti i tavoli da gioco"
"service_code_920012",920012," Servizi riguardanti le macchine mangiasoldi"
"service_code_920013",920013," Servizi riguardanti le lotterie, i giochi numerici e il gioco del bingo"
"service_code_920014",920014," Servizi di giochi d'azzardo on line"
"service_code_920019",920019," Altri servizi riguardanti il gioco"
"service_code_920021",920021," Servizi di scommesse on line"
"service_code_920029",920029," Altri servizi riguardanti le scommesse"
"service_code_93",93," Servizi sportivi e di intrattenimento e divertimento"
"service_code_931110",931110," Servizi di gestione di stadi ed altri impianti sportivi"
"service_code_931210",931210," Servizi forniti da club sportivi"
"service_code_931310",931310," Servizi di palestre e centri fitness"
"service_code_931911",931911," Servizi di promozione di eventi sportivi e di sport non agonistici"
"service_code_931912",931912," Servizi forniti da atleti e sportivi"
"service_code_931913",931913," Servizi di supporto ad attività sportive e ricreative"
"service_code_931919",931919," Altri servizi di supporto ad attività sportive e di sport non agonistici"
"service_code_932110",932110," Servizi dei parchi di divertimento e parchi di attrazione tematici"
"service_code_932911",932911," Servizi ricreativi in parchi e spiagge"
"service_code_932919",932919," Servizi ricreativi vari n.c.a."
"service_code_932921",932921," Servizi di spettacoli di fuochi d'artificio e di suoni e luci"
"service_code_932922",932922," Servizi di macchine da gioco funzionanti con monete"
"service_code_932929",932929," Servizi di intrattenimento e di spettacolo n.c.a."
"service_code_94",94," Servizi forniti da organizzazioni associative"
"service_code_941110",941110," Servizi forniti da organizzazioni associative di imprese di datori di lavoro"
"service_code_941210",941210," Servizi forniti da associazioni professionali"
"service_code_942010",942010," Servizi forniti da associazioni sindacali"
"service_code_949110",949110," Servizi forniti da organizzazioni religiose"
"service_code_949210",949210," Servizi forniti da organizzazioni politiche"
"service_code_949911",949911," Servizi forniti da organizzazioni per la difesa dei diritti dell'uomo"
"service_code_949912",949912," Servizi forniti da gruppi di difesa dell'ambiente"
"service_code_949913",949913," Servizi di tutela di gruppi particolari"
"service_code_949914",949914," Altri servizi di supporto al miglioramento delle condizioni di vita e delle strutture collettive"
"service_code_949915",949915," Servizi forniti dalle associazioni giovanili"
"service_code_949916",949916," Servizi forniti dalle associazioni culturali e ricreative"
"service_code_949917",949917," Servizi forniti da altre organizzazioni civili e sociali"
"service_code_949919",949919," Servizi forniti da altre organizzazioni associative n.c.a."
"service_code_949920",949920," Servizi di sostegno finanziario da parte di organizzazioni associative"
"service_code_95",95," Servizi di riparazione di elaboratori elettronici e di beni per uso personale e domestico"
"service_code_951110",951110," Servizi di riparazione di elaboratori elettronici e di unità periferiche"
"service_code_951210",951210," Servizi di riparazione di apparecchiature per le comunicazioni"
"service_code_952110",952110," Servizi di riparazione di prodotti elettronici di consumo"
"service_code_952210",952210," Servizi di riparazione di elettrodomestici e di attrezzature per la casa e per il giardino"
"service_code_952310",952310," Servizi di riparazione di calzature e di articoli in cuoio"
"service_code_952410",952410," Servizi di riparazione di mobili e di oggetti di arredamento"
"service_code_952511",952511," Servizi di riparazione di orologi"
"service_code_952512",952512," Servizi di riparazione di gioielli"
"service_code_952911",952911," Servizi di riparazione e di modifica di capi di vestiario e di articoli tessili per la casa"
"service_code_952912",952912," Servizi di riparazione di biciclette"
"service_code_952913",952913," Servizi di riparazione e manutenzione di strumenti musicali"
"service_code_952914",952914," Servizi di riparazione e manutenzione di attrezzature sportive"
"service_code_952919",952919," Servizi di riparazione di altri beni di uso personale e domestico n.c.a."
"service_code_96",96," Altri servizi personali"
"service_code_960111",960111," Servizi di lavanderia con macchine funzionanti a gettone o a monete"
"service_code_960112",960112," Servizi di pulitura a secco (inclusi servizi di pulitura di pellicce)"
"service_code_960113",960113," Servizi di stiratura"
"service_code_960114",960114," Servizi di tintoria"
"service_code_960119",960119," Altri servizi di pulizia di articoli tessili"
"service_code_960211",960211," Servizi dei saloni di parrucchiere per donne e ragazze"
"service_code_960212",960212," Servizi dei saloni di parrucchiere e di barbiere per uomini e ragazzi"
"service_code_960213",960213," Servizi di cure estetiche, manicure e pedicure"
"service_code_960219",960219," Altri servizi degli istituti di bellezza"
"service_code_960220",960220," Capelli umani, non lavorati"
"service_code_960311",960311," Servizi di cimiteri e servizi di cremazione"
"service_code_960312",960312," Servizi di sepoltura"
"service_code_960410",960410," Servizi dei centri e stabilimenti per il benessere fisico"
"service_code_960911",960911," Servizi di cura degli animali domestici"
"service_code_960912",960912," Servizi di accompagnamento"
"service_code_960913",960913," Servizi di macchine funzionanti a gettone o a monete n.c.a."
"service_code_960919",960919," Altri servizi vari n.c.a."
"service_code_97",97," Servizi di datore di lavoro per personale domestico svolti da famiglie e convivenze"
"service_code_970010",970010," Servizi di datore di lavoro per personale domestico svolti da famiglie e convivenze"
"service_code_98",98," Produzione di beni e servizi per uso proprio da parte di famiglie e convivenze"
"service_code_981010",981010," Produzione di beni per uso proprio da parte di famiglie e convivenze"
"service_code_982010",982010," Produzione di servizi per uso proprio da parte di famiglie e convivenze"
"service_code_99",99," Servizi forniti da organizzazioni ed organismi extraterritoriali"
"service_code_990010",990010," Servizi forniti da organizzazioni ed organismi extraterritoriali"
